Date,Time,Team_id,Activity_Team,Player_id,Exercise_Name,Exercise_nr,Exercise_name_toevoeging,Comment,Exercise_Part,Veldgrootte,Duration,System,Activity,Positie_wedstrijd,Total_Distance,Distance_0_B_7_km_u,Distance_7_B_12_km_u,Distance_12_B_15_km_u,Distance_15_B_17_DOT_5_km_u,High_Intensity_Distance_17_DOT_5_B_22_DOT_5_km_u,Sprint_Distance_BT_22_DOT_5_km_u,High_Intensity_Distance_BT_17_DOT_5_km_u,Accelerations_Low,Accelerations_Medium,Accelerations_High,Heart_Rate_Low,Heart_Rate_Medium,Heart_Rate_High,Heart_Rate_BT_86,Heart_Rate_86_B_93,Heart_Rate_BT_93,Maximum_Heart_Rate,Relative_Maximum_Heart_Rate,Mean_HR,Relative_Mean_HR,HR_Index,Maximum_Velocity,Error_XY,Error_HR,Comments,AM_PM,DaysBeforeMatch,DaysAfterMatch,id,Entered_datetime
3/22/2020,0:41,29,7,543,sodales,158,vel,Morbi non quam nec dui luctus rutrum.,73,542,255,18,151,10,966,81,1,48,57,6,36,83,2,46,31,57,86,134,85,60,78,133,67,116,64,101,26,true,true,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",PM,24,7,580,12/13/2013
8/30/2011,8:25,47,20,271,quam,132,cursus,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",50,484,343,16,170,7,559,66,6,30,72,24,87,20,20,40,25,50,81,135,94,99,75,100,99,86,72,104,25,false,true,Suspendisse potenti. In eleifend quam a odio.,PM,17,25,238,4/1/2014
10/30/2016,23:20,41,19,1511,justo,70,"",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,79,356,737,4,44,9,726,26,66,71,73,16,27,75,44,35,15,61,133,131,89,78,73,189,37,119,73,97,20,true,true,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",AM,34,27,323,7/21/2017
2/23/2019,5:11,6,3,1518,suspendisse,104,hendrerit,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",73,325,945,8,5,10,794,80,20,13,76,76,45,5,49,42,21,75,123,150,62,89,95,216,57,95,100,85,21,true,true,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,PM,19,29,943,4/13/2017
9/6/2019,4:54,5,5,576,ac,145,vel,In congue. Etiam justo. Etiam pretium iaculis justo.,68,363,212,10,75,10,643,85,82,27,66,15,100,89,24,3,23,53,101,191,90,73,88,135,82,84,36,82,55,true,false,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,PM,57,11,489,7/30/2018
9/3/2010,4:14,5,23,1894,aliquet,200,"","Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",64,196,12,14,103,10,932,23,24,49,71,20,9,44,39,45,39,68,128,147,84,88,67,194,37,99,44,116,28,true,true,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",AM,24,22,955,8/27/2018
5/2/2019,15:17,17,9,445,sit,117,faucibus,In sagittis dui vel nisl. Duis ac nibh.,13,706,22,20,26,4,834,50,65,22,68,79,55,48,3,8,40,56,115,123,92,95,91,107,48,100,56,75,53,true,true,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",AM,35,17,269,9/2/2012
12/7/2019,4:59,41,9,586,eget,47,sollicitudin,"",69,452,974,19,98,7,92,57,94,12,65,4,84,40,45,41,26,60,114,200,65,92,75,144,83,80,83,79,59,false,false,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",PM,1,16,980,11/16/2019
7/2/2011,21:44,30,13,498,montes,62,"",Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,11,174,654,5,170,3,711,35,26,62,52,61,28,9,15,11,48,54,104,164,78,64,68,111,90,109,73,99,33,false,true,Duis mattis egestas metus.,PM,51,11,961,8/29/2019
9/3/2018,11:59,29,13,1891,odio,33,"",Mauris sit amet eros.,83,514,205,20,196,10,442,94,21,90,31,96,19,8,25,41,30,51,121,177,73,75,77,112,83,92,93,123,39,true,true,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",AM,16,18,62,5/11/2018
4/29/2012,9:45,17,13,1194,ut,52,"",Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,62,892,308,12,70,6,698,70,11,18,21,53,85,36,10,21,37,80,104,182,93,66,90,163,92,101,59,113,30,true,true,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",AM,31,21,523,6/12/2014
5/11/2016,11:27,47,3,281,faucibus,186,enim,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",95,57,529,16,40,3,537,39,2,33,51,68,7,54,41,49,28,74,90,126,64,69,97,203,23,102,88,119,34,false,false,Ut tellus. Nulla ut erat id mauris vulputate elementum.,AM,47,25,999,5/16/2015
5/18/2011,13:10,10,9,1539,elementum,188,"","Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",64,433,801,12,39,3,153,40,74,22,58,89,68,7,17,25,13,62,99,150,87,68,66,192,71,96,79,99,38,true,true,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",PM,52,11,981,9/2/2018
8/13/2010,16:01,37,9,911,rhoncus,175,magnis,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",6,770,896,2,19,5,440,95,52,46,4,26,52,89,31,34,3,57,123,186,74,89,89,126,61,103,30,118,59,false,true,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",PM,47,4,796,3/22/2018
7/3/2016,11:33,31,2,1902,in,60,"","",10,576,664,4,124,3,390,74,26,23,23,5,4,9,44,9,36,72,118,200,89,65,80,112,58,95,32,93,50,true,true,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",PM,17,23,766,5/14/2015
8/7/2015,11:48,4,20,586,nec,106,"",Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,86,332,554,12,168,10,347,10,86,80,68,31,35,63,38,13,39,75,128,164,93,91,72,187,100,80,88,121,23,false,false,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",AM,34,4,852,7/25/2014
7/28/2018,5:27,5,8,687,turpis,85,accumsan,"",91,875,801,3,37,10,109,17,8,42,59,1,82,41,13,25,40,76,127,122,60,97,89,147,66,113,43,92,35,false,false,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",AM,36,19,823,2/7/2016
8/18/2017,23:40,8,25,1523,vestibulum,66,"",Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,22,852,174,11,143,4,68,28,63,44,31,25,66,40,9,18,27,62,143,149,75,89,87,199,45,114,49,105,30,false,true,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",PM,17,24,316,6/27/2018
2/17/2018,22:20,30,18,1067,maecenas,147,"","",83,11,606,18,62,1,425,10,9,65,1,59,26,83,23,7,9,61,88,150,82,88,90,121,45,119,72,111,41,false,false,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",PM,0,6,931,3/24/2016
4/28/2014,13:10,22,23,823,nullam,141,"",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,63,147,352,8,21,1,691,3,12,63,71,43,46,77,31,29,37,56,119,180,75,81,97,171,88,80,53,86,25,false,true,Duis at velit eu est congue elementum.,PM,10,30,530,12/21/2013
2/13/2013,13:28,27,23,880,placerat,108,id,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",71,203,748,17,197,8,549,88,48,91,58,69,16,8,35,29,12,55,136,190,93,80,61,175,63,107,75,118,27,true,true,Maecenas rhoncus aliquam lacus.,PM,56,3,698,1/24/2018
11/18/2014,17:46,48,5,861,suscipit,153,"",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,27,737,130,2,90,8,904,6,18,95,59,84,52,71,1,31,34,72,142,154,63,96,67,220,100,115,86,109,44,false,false,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",PM,28,30,786,7/30/2012
11/27/2019,21:17,3,16,1830,lacus,152,eleifend,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",100,6,412,8,77,4,33,22,39,57,38,32,79,46,21,28,49,73,143,153,85,81,77,193,45,80,97,93,22,false,true,Donec semper sapien a libero.,PM,11,16,368,8/23/2010
11/21/2018,16:39,45,16,1064,augue,167,"","Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",23,346,703,17,3,10,597,12,60,21,63,37,40,68,20,5,18,60,95,149,86,97,96,133,63,106,49,121,31,true,true,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",AM,45,29,48,8/13/2019
5/28/2018,21:03,36,13,411,etiam,98,nonummy,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,91,43,731,8,61,4,807,75,47,19,32,80,34,80,11,19,27,75,101,174,76,64,86,174,36,80,43,99,33,false,false,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",PM,14,18,461,5/3/2016
7/16/2014,11:07,2,1,1237,mi,51,quisque,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",63,164,901,9,92,8,66,82,64,74,77,75,5,64,7,30,23,54,107,131,72,65,71,189,95,102,89,91,42,false,false,Suspendisse potenti. Nullam porttitor lacus at turpis.,PM,50,28,311,4/17/2016
1/18/2020,12:40,3,17,1071,ante,183,"",Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,49,63,463,11,55,4,718,86,77,27,76,54,52,78,33,49,7,53,111,200,95,84,74,147,81,103,69,81,24,false,true,Integer ac neque.,PM,3,7,561,11/16/2016
6/26/2017,1:35,35,1,1751,molestie,91,"","Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",67,989,501,10,25,4,129,64,32,55,50,29,44,54,18,37,40,50,143,143,66,71,67,108,100,93,94,88,30,false,false,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",PM,57,3,350,3/13/2020
5/28/2014,22:50,29,12,576,vel,41,non,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",70,662,580,15,51,5,672,20,8,51,73,77,8,64,6,8,40,68,80,173,90,66,95,196,39,120,41,79,29,false,false,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",PM,40,3,866,1/4/2014
8/30/2011,14:41,41,24,40,mauris,107,"","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",57,181,393,12,24,3,827,78,53,78,50,52,68,59,29,4,47,72,99,190,62,64,62,180,40,120,67,105,47,false,false,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",PM,16,1,989,9/11/2019
5/1/2011,7:42,3,19,1969,sem,20,donec,"",64,437,12,16,85,10,186,76,8,96,56,32,97,55,38,2,17,62,141,168,99,77,77,172,82,81,38,104,20,false,false,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",PM,34,17,348,7/11/2017
2/11/2020,12:05,11,15,447,eu,40,"","",77,921,368,14,103,9,52,10,54,46,58,46,98,27,1,47,15,73,86,190,60,99,89,215,32,112,68,122,25,true,true,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AM,31,22,761,8/5/2012
1/21/2012,14:29,33,13,164,habitasse,58,"","",70,911,60,18,86,8,509,42,21,11,42,13,44,15,29,13,20,59,140,156,86,85,86,218,28,87,74,102,20,true,false,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",PM,46,4,313,10/3/2018
9/23/2012,8:29,24,19,158,fusce,67,parturient,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,60,953,626,5,172,6,532,11,36,87,88,90,95,80,2,41,4,73,96,126,67,88,91,166,94,116,73,105,44,false,false,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",AM,28,25,374,8/4/2010
2/18/2013,2:12,24,4,1937,nisl,121,nam,Integer ac leo.,26,999,556,17,119,9,574,47,5,16,3,95,90,66,1,36,48,78,102,164,78,70,78,207,83,107,31,86,46,true,false,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,AM,19,18,213,5/3/2018
4/10/2015,21:08,49,22,70,iaculis,172,"","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",34,325,570,13,24,6,426,44,51,78,49,40,76,20,46,49,24,62,95,161,91,76,81,201,84,88,94,88,45,false,true,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",AM,56,6,602,12/22/2010
10/15/2017,23:06,41,25,1933,in,34,"",Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,2,70,331,19,151,2,526,4,43,48,45,16,89,95,19,22,45,63,96,184,100,68,97,188,41,113,37,101,26,false,false,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",PM,17,27,758,10/27/2014
11/13/2016,1:55,34,10,361,volutpat,28,velit,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,57,18,105,5,109,10,327,34,95,84,50,69,42,89,5,4,37,59,92,129,96,79,96,169,74,101,72,118,21,false,false,Aenean fermentum.,AM,8,14,32,11/27/2015
6/16/2011,7:11,10,14,1933,amet,94,"","Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",36,872,45,18,47,3,715,33,50,37,62,47,19,98,48,13,46,73,81,128,100,64,75,203,38,99,45,91,30,false,false,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",PM,6,26,563,9/1/2010
8/30/2010,14:18,19,16,642,ac,5,"",In quis justo.,5,543,826,1,191,6,301,20,26,41,85,19,7,47,19,27,33,56,87,175,64,90,71,126,93,94,33,83,33,true,false,Curabitur convallis.,AM,54,5,719,5/1/2019
10/3/2010,4:58,12,20,1575,ac,112,"","Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",4,492,747,13,22,4,702,38,93,51,32,3,30,16,25,8,15,64,138,200,86,77,96,190,95,82,48,96,40,true,false,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,PM,43,3,415,10/25/2010
5/12/2013,15:58,6,21,355,imperdiet,19,cubilia,Morbi non lectus.,51,37,578,10,200,5,588,19,17,87,73,38,9,75,15,14,28,79,138,129,86,83,82,113,88,93,100,79,35,true,true,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",PM,42,13,674,9/8/2015
5/21/2010,19:58,35,23,1281,est,161,"","Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",78,206,462,11,169,10,910,74,28,20,67,45,15,45,14,47,13,54,144,146,88,66,69,205,37,90,79,93,37,true,true,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",PM,34,15,878,9/5/2016
6/19/2010,9:11,44,11,1277,diam,46,"",Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,44,668,879,20,173,6,145,9,50,76,85,42,20,100,1,23,38,55,123,193,76,100,99,118,33,88,44,101,50,true,true,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",PM,17,21,626,2/28/2018
8/3/2016,8:00,48,23,338,platea,49,turpis,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",83,966,266,3,47,9,916,2,4,9,9,51,26,88,48,14,1,61,112,138,76,78,97,108,66,94,72,95,56,false,true,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,AM,39,25,919,7/26/2015
3/28/2020,20:27,18,25,74,donec,92,rhoncus,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,32,552,833,9,94,4,465,26,86,6,13,46,48,54,39,19,25,78,100,160,62,78,81,147,67,110,87,120,36,true,true,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",AM,30,0,712,10/29/2019
3/9/2017,22:21,50,15,276,sed,179,"","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",4,655,8,20,131,7,519,40,82,75,72,28,48,75,13,2,19,57,118,160,97,75,63,143,53,120,46,82,46,true,false,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",AM,15,17,63,3/7/2011
8/20/2010,10:40,28,22,445,arcu,126,leo,"",15,710,69,6,24,8,729,76,92,20,33,51,81,13,29,19,6,64,94,139,78,71,90,173,98,85,73,99,36,false,false,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",PM,20,7,811,4/1/2013
12/22/2015,3:06,48,17,1236,dignissim,144,"","Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",56,397,174,5,103,10,809,93,17,11,22,89,93,91,25,31,16,50,122,133,79,61,83,153,22,88,34,97,60,true,false,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",AM,21,8,672,3/14/2020
7/7/2013,14:54,3,25,816,augue,76,ante,"",83,517,977,18,1,7,718,35,38,55,100,84,73,54,1,41,10,57,101,131,86,96,87,109,60,88,38,99,29,true,false,Morbi a ipsum. Integer a nibh.,PM,32,16,15,11/21/2018
